imu_accel_x,imu_accel_y,imu_accel_z,imu_gyro_x,imu_gyro_y,imu_gyro_z,x,y,z,roll,pitch,yaw
0.09997784346342087,0.4405222833156598,9.788819313049316,-0.0008895087521523237,-0.00031168386340141275,0.0015977888833731413,-3.5046756267547607,-3.9018402099609375,-6.510120391845703,0.045619271495608106,-0.010126211698378714,2.3840305945649014
0.09357668459415436,0.43661490082740906,9.794124603271484,0.00037305059959180653,0.0001784360501915219,0.0019637420773506165,-3.505922317504883,-3.9043021202087402,-6.508697032928467,0.045648568152450684,-0.010160906691229512,2.384040637113427
0.10324558615684509,0.43895968794822815,9.782402992248535,-0.0005046117585152388,0.00034393102396279595,0.0016734317177906632,-3.5073888301849365,-3.9071695804595947,-6.506960868835449,0.04561695249136654,-0.010150588265128636,2.3840533568610063
0.09953366965055466,0.4413932561874402,9.798750877380371,0.0006009553908370435,-0.0007395131979137658,0.0011240278836339712,-3.508361577987671,-3.909044027328491,-6.505772590637207,0.04557902421998024,-0.010138401107209618,2.3840643115712497
0.10091469436883926,0.4388541579246533,9.784019470214844,4.1002786019816995e-05,0.0010128357680514457,0.0017849993892014024,-3.5102698802948,-3.9107913970947266,-6.5054097175598145,0.04555202553424384,-0.01012061509822047,2.3840664270629164
0.09572096914052963,0.44341471791267517,9.790509223937988,-0.0002780623617582023,-0.0003688135184347627,0.0020638075657188892,-3.5120294094085693,-3.912320613861084,-6.50514554977417,0.045495922653836784,-0.010057973970858825,2.3840778493911436
0.09980534017086029,0.4367313086986554,9.798911094665527,0.0006075457786209881,-0.00019821047317236638,0.001969090662896633,-3.5141639709472656,-3.9140543937683105,-6.5047712326049805,0.04547253490057756,-0.01002884063514161,2.3840723779705693
0.09989622235298157,0.43256160616874817,9.79065227508545,0.00016438198508694768,-0.00037338281981646993,0.001900982460938394,-3.514829397201538,-3.9159255027770996,-6.504474639892578,0.04543779619146242,-0.009969582681818284,2.3840836632622247
0.10774816572666168,0.4336044490337384,9.795360565185547,0.00061175471637398,-0.0006951079703867432,0.0027352434117347,-3.5139048099517822,-3.9190773963928223,-6.503952980041504,0.04540297781941769,-0.00998128992236168,2.384097387016592
0.09940683841705322,0.4479331970214856,9.789830207824707,8.471414912492037e-05,0.0002573669189587237,0.0014856487978249788,-3.5130202770233154,-3.9219207763671875,-6.503462314605713,0.045399867172296486,-0.009990060896223705,2.384106845461122
0.10770201683044434,0.44139426946640137,9.797369956970215,-0.0001849168911576271,0.0009536290308460595,0.0017161195864900944,-3.5118842124938965,-3.9252889156341553,-6.502895832061768,0.04538500793438655,-0.010040508028805453,2.3841173672530833
0.10054999589920044,0.4344161152839673,9.794970512390137,0.0005928042228333652,-0.0003683186369016765,0.0015133589040488005,-3.510892629623413,-3.927478790283203,-6.5024285316467285,0.04537725674421612,-0.010094755400400043,2.3841297821564837
0.10226750373840332,0.4377255141735089,9.7921781539917,-0.00023123639402911067,0.0002488010795786979,0.0015532600227743387,-3.5092148780822754,-3.9299046993255615,-6.501611709594727,0.04540315602201891,-0.010129742928883266,2.3841419160210737
0.10513870418071747,0.43439993262291077,9.800743103027344,0.0001340425806120038,0.00037042109761387137,0.002185672987252474,-3.5080206394195557,-3.931480646133423,-6.501100540161133,0.04542272948134472,-0.0101417378135408,2.3841539549250643
0.10619917511940002,0.44287639856338623,9.789107322692871,0.0004863571375608444,0.00044918752973899267,0.0017223609611392021,-3.5068747997283936,-3.932868242263794,-6.5006866455078125,0.04545348865162927,-0.010183313048139932,2.384165644949525
0.11268821358680725,0.43938279151916626,9.78663444519043,0.0014071366749703884,-0.0008413640316575762,0.002325834473595023,-3.5078251361846924,-3.934509038925171,-6.499594688415527,0.04548120836985436,-0.010188302572618822,2.3841649049787113
0.11354925483465195,0.44373980164528015,9.792535781860352,0.00012300987145863473,-0.00011437176726758462,0.0014202643651515245,-3.5102648735046387,-3.9366579055786133,-6.497890472412109,0.045445137404618245,-0.010129342890924674,2.3841849368051045
0.10511206835508347,0.44048872590065125,9.796671867370605,0.00014331752026919276,-0.0004605615977197884,0.0011998474365100265,-3.5119378566741943,-3.9380390644073486,-6.4967942237854,0.0453975225392443,-0.010052855220133557,2.3841768365405334
0.10541395097970963,0.4328885674476636,9.795472145080566,0.0007034646114334464,0.0009414270753040912,0.0019738900009542704,-3.5134928226470947,-3.9392433166503906,-6.4958014488220215,0.04537228361525849,-0.010011823916836303,2.3841772572865687
0.09441770613193512,0.4388174414634717,9.798861503601074,0.00010376176214776933,0.00012624915689229984,0.0014392462326213717,-3.5159265995025635,-3.9422104358673096,-6.49444580078125,0.045289767469993907,-0.009936686680953249,2.384182823720129
0.1142221987247467,0.4313021302223218,9.787790298461914,0.00018636122695170343,0.0002928583417087796,0.002040693536400795,-3.5189321041107178,-3.945727586746216,-6.493270397186279,0.04518060980774137,-0.00986953256344035,2.384186132405589
0.11353980749845505,0.4329625666141522,9.794889450073242,-0.000685119885019958,-0.0003669713623821733,0.001956367865204811,-3.521024703979492,-3.9480719566345215,-6.492795467376709,0.04509767745667722,-0.009826279904258292,2.3841875982897878
0.09657354652881622,0.4357936680316937,9.804328918457031,5.1479553803801537e-05,0.0004577934741973879,0.001564646139740944,-3.5235772132873535,-3.950704574584961,-6.492042541503906,0.04503926363053515,-0.00979953460839058,2.3841908416939117
0.09403787553310394,0.44590383768081787,9.799322128295898,-0.000761265167966485,0.0010487363906577232,0.0020514526404440403,-3.525275230407715,-3.9521114826202393,-6.490774154663086,0.04497944085663072,-0.009755739553427012,2.3841903036950742
0.11719025671482086,0.4468776583671582,9.788201332092285,0.0004582571564242244,0.0002783602103590967,0.0014660905580967665,-3.5268750190734863,-3.953343152999878,-6.489441871643066,0.04495894147181101,-0.00973410624145639,2.3841821737806543
0.10430075228214264,0.43437570333480957,9.801603317260742,-0.00040451434324495494,0.000316159217618406,0.0012468643253669143,-3.528383255004883,-3.954413652420044,-6.4882354736328125,0.0449487846015609,-0.009710435022726407,2.3841887409682774
0.10541554540395737,0.43037623167038086,9.792546272277832,0.00031950484844855964,0.0002735812449827792,0.0013399289455264807,-3.5311357975006104,-3.9559388160705566,-6.486364841461182,0.04494087342583006,-0.009666380470952833,2.3841906081763744
0.0964018851518631,0.44707030057907227,9.803098678588867,0.0003557396703399718,0.00048553477972745917,0.0015709087019786239,-3.5336971282958984,-3.9571332931518555,-6.484622478485107,0.044928116990444064,-0.009640974899721672,2.3841924497252243
0.0964018851518631,0.44707030057907227,9.803098678588867,0.0003557396703399718,0.00048553477972745917,0.0015709087019786239,-3.5361146926879883,-3.958167552947998,-6.4830803871154785,0.04491051036778001,-0.009579061864076973,2.3841970698887307
0.10562657564878464,0.43784362077713135,9.794130325317383,-5.0400180043652654e-05,0.0010846634395420553,0.001015958492644131,-3.539133310317993,-3.959322452545166,-6.481349945068359,0.044895109587189286,-0.009524010502738397,2.384199337913215
